id_suministro,id_cliente,id_ubicacion,direccion_suministro,nivel_tension,id_sist_electrico,fecha_alta_suministro,estado_suministro
1009258,7626,14,Jr. Universitaria 1838,BT,1,2001-07-29 00:12:18,ACTIVO
1009259,7627,26,Av. Venezuela 3349,BT,3,2002-12-27 01:04:25,ACTIVO
1009260,7628,9,Calle La Molina 9552,MT,6,2001-09-05 18:48:37,ACTIVO
1009261,7629,11,Calle Bolívar 7625,BT,3,2018-03-24 07:01:42,ACTIVO
1009262,7630,43,Av. Progreso 2454,BT,4,2017-09-30 03:56:15,ACTIVO
1009263,7631,9,Calle Bolívar 7392,BT,8,2013-01-05 03:43:11,ACTIVO
1009264,7632,16,Pasaje Los Pinos 7912,BT,2,2017-05-01 10:43:17,ACTIVO
1009265,7633,9,Jr. Los Pinos 9773,BT,4,2002-04-24 22:53:58,ACTIVO
1009266,7634,20,Pasaje Panamericana 7687,BT,7,2006-07-18 00:05:34,SUSPENDIDO
1009267,7635,5,Av. La Molina 7877,BT,8,2004-09-26 11:20:07,ACTIVO
1009268,7636,4,Psje. El Sol 2493,BT,6,2015-11-02 00:01:35,ACTIVO
1009269,7637,7,Calle Bolívar 3819,BT,2,2012-11-13 01:36:34,ACTIVO
1009270,7638,37,Pasaje Bolívar 2193,BT,3,2008-06-08 22:36:43,ACTIVO
1009271,7639,43,Jr. Bolívar 9161,BT,8,2012-01-17 05:52:24,ACTIVO
1009272,7640,43,Av. Venezuela 5176,BT,2,2011-03-24 16:11:22,ACTIVO
1009273,7641,17,Jr. Los Pinos 3270,BT,8,2015-08-15 16:29:24,ACTIVO
1009274,7642,4,Jr. Venezuela 4627,BT,4,2007-01-14 00:27:12,ACTIVO
1009275,7643,10,Jr. San Martín 4452,BT,3,2008-09-27 23:13:14,ACTIVO
1009276,7644,43,Psje. San Martín 2464,BT,8,2024-05-24 00:00:00,ACTIVO
1009277,7644,43,Av. La Molina 1896,BT,8,2012-02-03 07:51:15,ACTIVO
1009278,7645,19,Pasaje Panamericana 360,BT,7,2014-06-17 21:41:36,ACTIVO
1009279,7646,38,Psje. El Sol 866,BT,4,2008-12-23 04:45:03,ACTIVO
1009280,7647,19,Av. El Sol 8066,BT,5,2007-09-14 12:51:53,ACTIVO
1009281,7648,9,Pasaje Panamericana 4860,BT,5,2011-12-12 01:05:11,ACTIVO
1009282,7648,9,Psje. Bolívar 4068,BT,3,2015-03-07 22:16:57,ACTIVO
1009283,7648,9,Av. Progreso 3702,BT,4,2002-12-31 17:44:06,ACTIVO
1009284,7649,17,Jr. Progreso 3011,BT,8,2013-05-17 16:41:05,ACTIVO
1009285,7650,13,Calle Los Pinos 2183,BT,3,2007-06-15 06:31:10,ACTIVO
1009286,7651,38,Av. San Martín 8524,BT,7,2009-03-17 18:33:45,ACTIVO
1009287,7652,28,Jr. El Sol 5111,BT,8,2015-03-31 17:53:07,ACTIVO
1009288,7653,43,Calle Venezuela 761,BT,1,2002-09-03 12:48:19,ACTIVO
1009289,7654,7,Av. El Sol 9022,BT,1,2015-09-04 00:56:50,ACTIVO
1009290,7655,40,Psje. Panamericana 335,BT,1,2009-05-08 19:16:46,INACTIVO
1009291,7656,4,Av. La Molina 9566,BT,1,2005-08-10 03:36:42,ACTIVO
1009292,7657,41,Av. Universitaria 1700,BT,5,2020-11-12 19:12:10,SUSPENDIDO
1009293,7658,28,Psje. Bolívar 5028,BT,1,2004-07-08 03:14:48,ACTIVO
1009294,7659,20,Pasaje La Molina 7805,BT,3,2018-07-03 00:55:12,ACTIVO
1009295,7659,20,Psje. Panamericana 2945,BT,6,2006-11-08 14:46:08,ACTIVO
1009296,7660,43,Jr. San Martín 2303,BT,7,2014-05-09 19:12:26,ACTIVO
1009297,7661,4,Calle Los Pinos 4846,BT,3,2016-04-22 08:00:09,ACTIVO
1009298,7661,4,Psje. Bolívar 4039,BT,1,2015-05-19 16:40:16,ACTIVO
1009299,7662,3,Calle Universitaria 7288,BT,1,2018-11-30 12:58:40,ACTIVO
1009300,7663,36,Jr. San Martín 3316,BT,1,2017-05-06 10:08:08,ACTIVO
1009301,7664,9,Psje. Panamericana 9884,BT,8,2016-10-01 12:02:11,ACTIVO
1009302,7665,36,Jr. Progreso 5500,BT,6,2011-05-20 19:28:00,ACTIVO
1009303,7666,9,Jr. Progreso 2219,BT,3,2016-07-04 09:55:49,ACTIVO
1009304,7667,30,Av. Panamericana 6851,BT,3,2016-08-03 05:24:30,ACTIVO
1009305,7668,15,Psje. La Molina 6736,BT,3,2000-11-30 19:27:20,ACTIVO
1009306,7669,10,Pasaje El Sol 8380,BT,2,2024-12-07 00:00:00,ACTIVO
1009307,7670,9,Pasaje El Sol 9561,BT,6,2007-12-09 13:32:37,INACTIVO
1009308,7671,26,Pasaje Los Pinos 6425,BT,8,2003-10-01 18:07:27,ACTIVO
1009309,7672,29,Av. San Martín 3266,BT,7,2002-07-31 09:58:55,ACTIVO
1009310,7673,13,Pasaje La Molina 6593,BT,1,2017-02-27 15:24:44,ACTIVO
1009311,7674,7,Av. Los Pinos 2250,BT,4,2006-08-26 18:02:16,ACTIVO
1009312,7675,4,Calle Panamericana 4651,BT,8,2009-11-28 00:30:22,ACTIVO
1009313,7676,39,Av. San Martín 1464,BT,2,2019-06-09 10:04:39,ACTIVO
1009314,7677,10,Calle Venezuela 6554,BT,8,2015-10-20 02:03:48,ACTIVO
1009315,7678,20,Av. Progreso 6814,MT,6,2016-02-22 03:50:10,ACTIVO
1009316,7679,36,Calle Bolívar 261,BT,5,2019-08-22 00:00:00,ACTIVO
1009317,7679,36,Pasaje El Sol 6740,BT,8,2020-06-16 00:00:00,ACTIVO
1009318,7680,15,Av. Universitaria 6751,BT,4,2005-07-07 10:59:40,ACTIVO
1009319,7681,26,Jr. El Sol 362,BT,4,2003-12-29 15:39:15,ACTIVO
1009320,7681,26,Av. Progreso 5001,BT,7,2008-02-17 00:58:46,ACTIVO
1009321,7682,43,Jr. Universitaria 1358,BT,8,2014-09-04 08:57:21,ACTIVO
1009322,7683,4,Calle Grau 4149,MT,6,2007-01-08 06:42:56,ACTIVO
1009323,7683,4,Psje. Los Pinos 9643,BT,8,2008-01-04 09:11:36,ACTIVO
1009324,7684,7,Jr. Progreso 2810,BT,3,2014-07-24 06:29:00,ACTIVO
1009325,7685,26,Av. Progreso 7687,BT,8,2002-11-06 18:31:23,SUSPENDIDO
1009326,7685,26,Jr. El Sol 8794,BT,7,2015-12-22 00:56:00,ACTIVO
1009327,7686,4,Calle Grau 8118,BT,6,2003-02-05 06:52:41,ACTIVO
1009328,7687,6,Calle Panamericana 3919,BT,4,2016-04-16 12:30:56,ACTIVO
1009329,7688,43,Calle San Martín 2307,BT,5,2014-09-15 10:47:40,ACTIVO
1009330,7689,43,Jr. La Molina 9745,BT,2,2018-02-12 06:34:38,ACTIVO
1009331,7690,29,Pasaje Universitaria 8178,BT,8,2017-09-23 05:23:10,ACTIVO
1009332,7691,28,Pasaje Progreso 9567,BT,1,2003-05-29 12:18:09,ACTIVO
1009333,7692,18,Psje. Universitaria 3431,BT,2,2007-11-26 05:35:41,ACTIVO
1009334,7693,9,Av. Progreso 3495,BT,5,2017-01-02 08:18:22,ACTIVO
1009335,7694,20,Pasaje La Molina 5507,BT,7,2017-12-24 09:31:24,ACTIVO
1009336,7695,7,Av. Venezuela 5394,MT,8,2007-02-27 21:29:26,ACTIVO
1009337,7695,7,Pasaje San Martín 3805,BT,2,2011-04-03 12:51:17,INACTIVO
1009338,7696,43,Pasaje Grau 6820,BT,6,2020-05-29 23:02:09,ACTIVO
1009339,7696,43,Calle Bolívar 3842,MT,5,2019-11-25 14:12:04,ACTIVO
1009340,7697,28,Psje. Venezuela 6342,BT,3,2002-09-08 20:49:48,ACTIVO
1009341,7698,38,Psje. La Molina 7307,BT,2,2017-03-14 06:07:58,ACTIVO
1009342,7699,26,Jr. El Sol 8221,BT,4,2005-06-29 00:58:45,ACTIVO
1009343,7700,15,Psje. Universitaria 3862,BT,2,2000-04-26 02:17:02,ACTIVO
1009344,7701,38,Av. Progreso 6244,MT,5,2006-09-06 10:18:59,ACTIVO
1009345,7702,29,Calle Bolívar 7827,BT,7,2019-10-27 23:28:25,ACTIVO
1009346,7702,29,Jr. Bolívar 4414,BT,8,2015-04-24 01:48:10,ACTIVO
1009347,7703,9,Jr. La Molina 7251,BT,3,2005-07-28 16:03:46,ACTIVO
1009348,7704,42,Pasaje Los Pinos 3987,BT,7,2015-12-28 20:35:18,ACTIVO
1009349,7705,12,Calle Grau 3962,BT,6,2009-12-31 08:48:59,ACTIVO
1009350,7705,12,Jr. Grau 2093,BT,8,2001-10-21 08:11:23,ACTIVO
1009351,7706,29,Psje. Grau 7773,BT,4,2020-10-17 22:01:24,ACTIVO
1009352,7707,43,Jr. Grau 6570,BT,8,2014-02-22 03:47:57,ACTIVO
1009353,7708,30,Psje. El Sol 3718,BT,2,2013-01-09 13:59:00,ACTIVO
1009354,7709,38,Pasaje San Martín 8862,BT,6,2016-08-02 18:02:57,ACTIVO
1009355,7710,29,Pasaje La Molina 7284,BT,3,2010-05-21 03:25:01,ACTIVO
1009356,7711,13,Jr. Los Pinos 947,BT,4,2020-07-29 17:18:18,ACTIVO
1009357,7712,9,Av. Panamericana 2851,BT,2,2013-09-03 11:33:25,ACTIVO
1009358,7713,5,Av. San Martín 1047,BT,6,2015-04-15 15:48:08,ACTIVO
1009359,7713,5,Pasaje Progreso 7887,BT,7,2000-04-21 10:32:53,ACTIVO
1009360,7714,30,Av. San Martín 7150,BT,6,2005-09-29 08:50:19,ACTIVO
1009361,7715,38,Pasaje Panamericana 7177,BT,1,2015-12-20 06:02:39,ACTIVO
1009362,7716,28,Jr. Grau 5081,BT,1,2019-03-04 22:49:21,ACTIVO
1009363,7717,3,Jr. La Molina 197,BT,4,2014-11-12 05:59:05,ACTIVO
1009364,7718,15,Av. El Sol 5083,BT,7,2010-11-01 05:37:35,ACTIVO
1009365,7719,18,Av. La Molina 7575,BT,4,2000-03-16 09:17:01,ACTIVO
1009366,7719,18,Pasaje Grau 7784,BT,1,2013-11-20 05:25:04,ACTIVO
1009367,7719,18,Av. Progreso 9936,BT,5,2015-11-09 17:19:29,ACTIVO
1009368,7720,32,Psje. Los Pinos 8724,BT,8,2007-04-09 01:20:43,ACTIVO
1009369,7721,34,Psje. Grau 2003,BT,6,2003-10-12 13:05:02,ACTIVO
1009370,7722,3,Av. Universitaria 7752,BT,6,2013-12-13 02:46:43,ACTIVO
1009371,7723,27,Psje. Grau 5603,BT,2,2005-09-17 05:06:58,ACTIVO
1009372,7724,26,Av. Panamericana 9494,BT,1,2000-07-08 15:46:19,ACTIVO
1009373,7725,40,Psje. Bolívar 3644,BT,1,2008-09-13 03:34:31,ACTIVO
1009374,7726,26,Av. Grau 7010,BT,4,2017-01-04 14:22:56,ACTIVO
1009375,7727,15,Jr. San Martín 3416,BT,8,2018-09-16 23:42:05,ACTIVO
1009376,7728,20,Jr. Panamericana 9974,BT,6,2009-12-06 23:13:24,ACTIVO
1009377,7728,20,Jr. La Molina 4072,BT,6,2010-10-28 01:44:47,ACTIVO
1009378,7729,15,Pasaje El Sol 7272,BT,4,2024-10-30 00:00:00,ACTIVO
1009379,7730,40,Psje. Grau 3248,BT,2,2013-07-11 13:57:32,ACTIVO
1009380,7731,4,Pasaje Los Pinos 1592,BT,7,2002-08-12 05:43:52,ACTIVO
1009381,7732,42,Pasaje Universitaria 4090,BT,7,2019-07-20 18:10:03,ACTIVO
1009382,7733,43,Calle La Molina 8850,BT,1,2001-12-18 15:06:30,ACTIVO
1009383,7734,22,Pasaje San Martín 1657,BT,1,2010-05-01 12:38:05,ACTIVO
1009384,7735,12,Pasaje Venezuela 8486,BT,7,2007-04-28 10:49:59,ACTIVO
1009385,7736,30,Jr. Universitaria 3663,BT,1,2003-08-21 12:25:24,ACTIVO
1009386,7737,5,Psje. Universitaria 6830,BT,8,2003-10-13 09:38:16,ACTIVO
1009387,7738,15,Pasaje Progreso 3824,BT,4,2011-11-27 10:59:35,ACTIVO
1009388,7738,15,Jr. Venezuela 7773,BT,4,2006-02-12 15:15:28,ACTIVO
1009389,7739,7,Av. San Martín 8818,BT,2,2012-02-27 09:20:58,ACTIVO
1009390,7739,7,Pasaje Venezuela 1454,BT,5,2008-09-29 16:05:33,ACTIVO
1009391,7740,12,Pasaje Panamericana 3645,BT,4,2015-04-27 01:44:02,ACTIVO
1009392,7741,7,Av. San Martín 3593,BT,3,2009-10-17 21:28:40,ACTIVO
1009393,7742,5,Av. Panamericana 9881,BT,3,2015-06-09 20:47:28,ACTIVO
1009394,7743,3,Jr. La Molina 8143,BT,3,2009-05-01 05:18:13,ACTIVO
1009395,7744,32,Psje. Venezuela 7433,BT,3,2020-06-27 08:10:43,ACTIVO
1009396,7744,32,Av. El Sol 7058,BT,1,2013-06-09 00:22:30,ACTIVO
1009397,7744,32,Pasaje La Molina 339,BT,4,2003-11-01 01:59:56,ACTIVO
1009398,7745,30,Psje. Universitaria 5329,BT,4,2003-02-24 15:11:15,ACTIVO
1009399,7745,30,Calle Los Pinos 4058,BT,8,2020-01-16 11:34:16,ACTIVO
1009400,7745,30,Pasaje Grau 315,BT,8,2008-05-18 05:16:57,ACTIVO
1009401,7746,39,Calle El Sol 6964,BT,6,2019-11-16 22:16:40,ACTIVO
1009402,7747,38,Psje. Panamericana 7458,BT,5,2003-01-28 17:56:06,ACTIVO
1009403,7748,3,Av. San Martín 5340,BT,4,2008-08-23 05:14:43,ACTIVO
1009404,7748,3,Av. San Martín 7136,BT,8,2007-04-06 14:52:04,ACTIVO
1009405,7749,7,Calle Venezuela 1990,BT,4,2006-11-03 20:27:23,ACTIVO
1009406,7749,7,Jr. La Molina 5180,BT,8,2019-08-01 14:58:27,ACTIVO
1009407,7750,5,Calle La Molina 5601,BT,5,2010-10-01 21:55:44,ACTIVO
1009408,7751,5,Av. Grau 9029,BT,6,2001-11-25 20:55:44,INACTIVO
1009409,7752,8,Calle Venezuela 155,BT,3,2006-10-13 22:12:29,ACTIVO
1009410,7753,21,Psje. Universitaria 804,BT,6,2008-09-11 11:11:25,ACTIVO
1009411,7754,39,Calle Panamericana 8023,BT,6,2007-03-22 23:44:38,ACTIVO
1009412,7754,39,Av. Bolívar 1582,BT,6,2018-07-26 22:56:23,ACTIVO
1009413,7755,9,Jr. Grau 6600,BT,3,2005-07-14 17:05:30,ACTIVO
1009414,7756,35,Jr. Universitaria 3679,BT,4,2004-11-05 18:40:33,ACTIVO
1009415,7757,7,Pasaje Bolívar 9138,BT,4,2001-04-01 17:35:27,ACTIVO
1009416,7757,7,Pasaje Grau 9781,MT,8,2009-02-20 07:12:36,ACTIVO
1009417,7758,36,Pasaje Los Pinos 5907,BT,2,2019-04-11 02:11:24,ACTIVO
1009418,7759,15,Av. La Molina 9187,BT,1,2017-08-17 16:47:02,ACTIVO
1009419,7760,7,Pasaje El Sol 5693,BT,3,2008-04-27 02:34:43,ACTIVO
1009420,7761,15,Calle Bolívar 1011,BT,4,2013-04-27 15:25:11,ACTIVO
1009421,7762,43,Calle Progreso 7172,BT,1,2019-02-22 09:34:06,ACTIVO
1009422,7763,12,Av. Bolívar 6018,BT,6,2002-03-21 22:17:28,ACTIVO
1009423,7763,12,Calle Panamericana 9008,BT,8,2004-05-05 07:29:08,ACTIVO
1009424,7764,9,Psje. San Martín 8350,BT,4,2000-07-09 16:24:35,ACTIVO
1009425,7765,27,Jr. El Sol 7867,BT,7,2018-12-27 05:36:19,ACTIVO
1009426,7766,3,Psje. San Martín 936,BT,2,2012-04-08 01:16:01,ACTIVO
1009427,7767,15,Psje. San Martín 4151,BT,7,2010-08-05 10:46:23,ACTIVO
1009428,7768,43,Pasaje Panamericana 8518,BT,5,2008-04-19 02:08:32,ACTIVO
1009429,7769,23,Calle Bolívar 4156,BT,6,2005-06-13 22:21:07,ACTIVO
1009430,7770,8,Jr. Grau 6768,BT,5,2004-02-02 11:34:05,ACTIVO
1009431,7771,43,Psje. Universitaria 9227,BT,2,2022-07-20 00:00:00,INACTIVO
1009432,7772,7,Jr. Los Pinos 8756,BT,6,2010-05-18 02:19:51,ACTIVO
1009433,7773,42,Calle Grau 3944,BT,3,2011-11-23 04:26:04,ACTIVO
1009434,7773,42,Jr. San Martín 8953,BT,7,2020-02-26 07:52:25,ACTIVO
1009435,7774,40,Pasaje Los Pinos 6544,BT,8,2016-10-29 21:03:24,ACTIVO
1009436,7775,5,Psje. Bolívar 7045,BT,1,2012-05-30 23:32:13,ACTIVO
1009437,7776,19,Psje. San Martín 6236,BT,3,2003-11-16 08:21:57,ACTIVO
1009438,7777,33,Psje. Progreso 185,BT,4,2014-03-16 06:15:36,INACTIVO
1009439,7778,9,Pasaje Bolívar 5480,BT,3,2022-05-16 00:00:00,ACTIVO
1009440,7779,19,Av. San Martín 4960,BT,4,2020-08-30 12:22:00,ACTIVO
1009441,7780,7,Calle El Sol 5456,BT,8,2005-10-08 22:57:10,ACTIVO
1009442,7780,7,Psje. Universitaria 854,BT,1,2005-02-27 07:47:15,ACTIVO
1009443,7781,9,Psje. La Molina 8184,BT,1,2000-06-19 20:21:39,ACTIVO
1009444,7782,2,Pasaje Bolívar 7799,BT,2,2001-01-14 22:51:32,ACTIVO
1009445,7782,2,Psje. La Molina 6230,BT,3,2005-02-13 05:14:42,ACTIVO
1009446,7783,7,Jr. Progreso 9914,BT,7,2008-12-23 11:43:24,ACTIVO
1009447,7784,26,Pasaje Venezuela 6075,BT,4,2015-04-26 10:55:21,ACTIVO
1009448,7785,39,Psje. Panamericana 8151,BT,2,2011-09-12 04:49:09,ACTIVO
1009449,7786,6,Psje. Panamericana 1785,MT,8,2014-08-01 01:22:44,ACTIVO
1009450,7786,6,Jr. Venezuela 3181,MT,5,2018-11-21 20:09:12,ACTIVO
1009451,7786,6,Jr. San Martín 6299,BT,1,2011-08-24 06:21:10,ACTIVO
1009452,7787,5,Calle Panamericana 2602,BT,5,2015-01-01 07:15:46,ACTIVO
1009453,7787,5,Av. La Molina 5188,BT,4,2008-09-19 16:09:28,ACTIVO
1009454,7788,43,Psje. Panamericana 6313,BT,8,2006-08-11 10:21:49,ACTIVO
1009455,7789,15,Av. La Molina 3170,BT,8,2008-07-20 23:19:16,ACTIVO
1009456,7790,9,Av. Grau 797,BT,3,2009-10-22 01:45:53,ACTIVO
1009457,7791,9,Jr. Grau 8029,BT,7,2019-10-09 02:20:07,ACTIVO
1009458,7792,19,Calle El Sol 149,BT,7,2012-05-07 18:31:20,ACTIVO
1009459,7793,29,Av. La Molina 5029,BT,5,2006-06-15 15:20:45,INACTIVO
1009460,7794,36,Pasaje Universitaria 2277,BT,1,2000-09-04 09:37:51,ACTIVO
1009461,7795,13,Psje. Venezuela 1041,BT,3,2006-04-07 15:47:55,ACTIVO
1009462,7796,3,Pasaje Venezuela 1038,BT,5,2016-02-21 07:25:47,ACTIVO
1009463,7797,13,Pasaje Venezuela 3101,BT,6,2000-11-26 00:45:41,ACTIVO
1009464,7798,15,Jr. Bolívar 7872,BT,7,2005-09-20 06:14:17,ACTIVO
1009465,7799,4,Psje. Los Pinos 184,BT,4,2018-04-19 11:05:22,ACTIVO
1009466,7799,4,Jr. Venezuela 5927,BT,2,2018-07-30 17:43:06,ACTIVO
1009467,7800,43,Pasaje San Martín 1143,BT,5,2007-08-15 19:43:30,ACTIVO
1009468,7801,7,Pasaje La Molina 9725,BT,4,2000-03-15 19:54:36,ACTIVO
1009469,7802,7,Av. Venezuela 3415,BT,2,2010-04-09 22:14:37,ACTIVO
1009470,7803,8,Calle Los Pinos 2844,BT,8,2016-09-30 03:35:45,ACTIVO
1009471,7804,13,Jr. El Sol 4631,BT,3,2012-01-20 14:00:17,ACTIVO
1009472,7804,13,Av. Progreso 4111,BT,5,2014-11-11 18:01:47,ACTIVO
1009473,7804,13,Jr. Progreso 9528,BT,1,2019-04-18 09:56:02,ACTIVO
1009474,7805,26,Psje. La Molina 2353,BT,1,2007-05-12 23:06:04,ACTIVO
1009475,7806,22,Av. Los Pinos 7570,BT,3,2014-03-16 20:32:14,ACTIVO
1009476,7807,31,Pasaje Progreso 2430,BT,2,2011-06-20 13:04:40,ACTIVO
1009477,7808,15,Av. Venezuela 2646,BT,7,2013-11-14 17:14:01,ACTIVO
1009478,7809,9,Pasaje Progreso 2268,BT,7,2017-07-27 09:48:06,ACTIVO
1009479,7809,9,Psje. Venezuela 2044,BT,2,2013-01-17 06:16:03,ACTIVO
1009480,7810,4,Jr. La Molina 9481,BT,3,2020-02-09 13:59:41,ACTIVO
1009481,7811,9,Av. Venezuela 6181,BT,1,2009-12-31 18:38:06,ACTIVO
1009482,7812,37,Jr. Bolívar 7350,BT,1,2012-10-07 12:05:56,ACTIVO
1009483,7813,15,Pasaje Universitaria 8136,BT,3,2007-07-06 12:25:19,ACTIVO
1009484,7813,15,Av. Panamericana 6602,BT,6,2003-01-13 09:35:08,ACTIVO
1009485,7814,33,Av. Los Pinos 1582,BT,5,2003-11-29 22:10:58,ACTIVO
1009486,7814,33,Av. Los Pinos 1437,BT,4,2006-10-19 05:26:57,ACTIVO
1009487,7814,33,Jr. San Martín 422,BT,2,2003-03-07 02:33:11,ACTIVO
1009488,7815,18,Jr. Grau 5288,BT,2,2017-01-06 01:21:38,ACTIVO
1009489,7816,15,Calle Venezuela 9043,BT,5,2009-10-18 06:40:15,ACTIVO
1009490,7816,15,Jr. Progreso 4178,BT,8,2011-04-19 03:22:19,ACTIVO
1009491,7817,11,Av. La Molina 9228,BT,8,2004-06-11 02:22:21,ACTIVO
1009492,7818,23,Av. El Sol 3204,BT,5,2015-11-24 01:02:24,ACTIVO
1009493,7819,9,Pasaje Panamericana 2579,BT,7,2014-04-06 13:19:34,ACTIVO
1009494,7819,9,Jr. Venezuela 850,BT,3,2018-05-18 21:13:46,ACTIVO
1009495,7820,15,Psje. Panamericana 2312,BT,6,2016-07-07 15:07:53,ACTIVO
1009496,7821,3,Pasaje Grau 9692,BT,4,2010-09-14 23:15:02,ACTIVO
1009497,7822,39,Calle Los Pinos 7815,BT,1,2003-12-18 00:19:28,ACTIVO
1009498,7823,20,Jr. Grau 3638,BT,2,2016-04-21 07:50:52,ACTIVO
1009499,7824,21,Jr. Los Pinos 4271,BT,4,2024-05-10 00:00:00,ACTIVO
1009500,7825,3,Pasaje El Sol 7924,BT,2,2008-11-18 16:10:11,ACTIVO
1009501,7826,13,Av. Progreso 5403,BT,3,2001-10-23 14:25:01,ACTIVO
1009502,7827,28,Av. Venezuela 8418,BT,8,2008-09-29 07:20:30,ACTIVO
1009503,7827,28,Av. Grau 9700,BT,5,2002-05-27 10:14:36,ACTIVO
1009504,7828,23,Psje. San Martín 7815,BT,6,2013-04-16 22:05:56,ACTIVO
1009505,7829,7,Jr. El Sol 8667,BT,6,2012-09-10 16:50:21,ACTIVO
1009506,7830,6,Pasaje La Molina 7909,BT,1,2010-06-07 22:52:02,ACTIVO
1009507,7831,15,Av. Bolívar 3651,MT,2,2000-05-07 16:07:03,ACTIVO
1009508,7832,20,Psje. San Martín 9346,BT,3,2012-12-28 09:27:43,ACTIVO
1009509,7833,32,Psje. El Sol 6029,BT,4,2020-03-30 20:46:18,ACTIVO
1009510,7834,3,Jr. Los Pinos 9070,BT,2,2010-01-29 17:21:20,ACTIVO
1009511,7835,23,Psje. Bolívar 5328,BT,6,2019-07-15 05:56:57,ACTIVO
1009512,7835,23,Pasaje Progreso 8865,BT,3,2005-05-31 13:30:18,ACTIVO
1009513,7836,3,Av. San Martín 4380,BT,1,2004-12-04 21:40:18,ACTIVO
1009514,7837,43,Calle La Molina 6172,BT,1,2011-11-24 19:00:00,ACTIVO
1009515,7838,7,Pasaje Venezuela 7161,BT,1,2003-02-10 08:00:29,ACTIVO
1009516,7839,11,Psje. Progreso 3043,BT,7,2017-05-31 20:22:06,ACTIVO
1009517,7840,25,Calle La Molina 1185,BT,5,2010-02-22 06:13:34,ACTIVO
1009518,7841,15,Psje. Universitaria 1020,BT,7,2018-07-20 00:30:57,ACTIVO
1009519,7842,43,Psje. Universitaria 7294,BT,6,2020-10-20 00:00:00,SUSPENDIDO
1009520,7843,43,Jr. San Martín 7567,BT,5,2002-09-11 21:04:25,ACTIVO
1009521,7844,3,Psje. Progreso 3809,BT,2,2004-08-07 13:19:42,ACTIVO
1009522,7845,15,Pasaje Progreso 2057,BT,8,2013-12-30 00:32:36,ACTIVO
1009523,7846,35,Av. Grau 6622,BT,8,2014-06-10 14:20:37,ACTIVO
1009524,7847,5,Pasaje La Molina 2124,BT,4,2008-01-13 19:08:53,ACTIVO
1009525,7847,5,Av. Venezuela 306,BT,6,2016-01-29 11:33:24,ACTIVO
1009526,7848,39,Calle El Sol 5698,BT,6,2010-05-01 21:38:42,ACTIVO
1009527,7849,5,Psje. Venezuela 8193,BT,7,2004-02-25 15:10:54,ACTIVO
1009528,7850,29,Pasaje El Sol 3023,BT,3,2009-11-26 02:02:42,ACTIVO
1009529,7851,21,Psje. Los Pinos 9333,MT,4,2015-04-09 10:10:39,ACTIVO
1009530,7852,5,Jr. Universitaria 1254,BT,2,2018-12-24 09:15:46,ACTIVO
1009531,7853,41,Jr. Panamericana 4111,BT,5,2018-02-18 04:43:41,ACTIVO
1009532,7854,39,Psje. Panamericana 8655,BT,4,2014-10-25 14:10:59,ACTIVO
1009533,7855,15,Jr. Panamericana 8923,BT,7,2001-04-10 14:08:33,ACTIVO
1009534,7856,14,Av. Los Pinos 3859,BT,4,2014-09-20 18:46:40,ACTIVO
1009535,7857,28,Jr. Panamericana 5118,BT,4,2005-02-12 21:48:31,ACTIVO
1009536,7858,34,Av. Venezuela 975,BT,7,2000-02-14 16:05:32,ACTIVO
1009537,7859,43,Pasaje Bolívar 8182,BT,8,2020-12-25 07:03:38,ACTIVO
1009538,7860,9,Av. La Molina 3563,BT,6,2011-08-28 21:40:03,INACTIVO
1009539,7861,15,Calle Grau 3625,BT,7,2020-10-26 17:00:21,ACTIVO
1009540,7862,19,Psje. Venezuela 4138,BT,5,2019-12-07 09:17:40,ACTIVO
1009541,7862,19,Psje. Progreso 9936,BT,8,2004-03-28 20:44:25,ACTIVO
1009542,7862,19,Av. Grau 9592,BT,8,2015-02-07 17:56:26,ACTIVO
1009543,7863,38,Jr. Panamericana 939,BT,6,2016-11-24 08:17:57,ACTIVO
1009544,7864,9,Jr. Grau 7692,BT,7,2015-03-27 06:50:33,ACTIVO
1009545,7865,8,Jr. La Molina 3421,BT,7,2002-02-26 17:55:45,ACTIVO
1009546,7866,15,Psje. Universitaria 8416,BT,1,2007-04-08 19:25:23,ACTIVO
1009547,7867,40,Psje. San Martín 7908,BT,5,2003-08-16 18:09:15,ACTIVO
1009548,7867,40,Pasaje Bolívar 8780,BT,2,2008-08-30 15:21:17,ACTIVO
1009549,7867,40,Calle Grau 6990,BT,5,2007-08-29 02:45:52,ACTIVO
1009550,7868,17,Jr. Bolívar 358,BT,7,2013-12-07 20:52:52,ACTIVO
1009551,7869,17,Jr. Los Pinos 1009,BT,2,2013-07-20 09:54:05,ACTIVO
1009552,7870,9,Jr. Panamericana 7047,BT,6,2018-11-12 19:28:54,ACTIVO
1009553,7871,29,Psje. Los Pinos 6295,BT,5,2000-10-16 08:48:22,ACTIVO
1009554,7872,15,Av. Progreso 6892,BT,8,2001-07-19 08:43:00,ACTIVO
1009555,7873,42,Pasaje Los Pinos 9416,MT,4,2016-07-30 06:06:00,ACTIVO
1009556,7873,42,Av. Universitaria 9701,MT,8,2007-07-23 15:10:24,ACTIVO
1009557,7874,7,Calle Venezuela 6046,BT,3,2008-08-14 04:03:50,ACTIVO
1009558,7875,9,Jr. Grau 2995,BT,5,2009-08-29 09:53:32,ACTIVO
